TILE;UTM;GEOMETRY
465;17;Polygon ((633671.39733636425808072 4849522.59798300266265869, 643632.95513825002126396 4850246.28380787651985884, 643740.18687377963215113 4848770.0814307751134038, 643740.18687377963215113 4848770.0814307751134038, 643740.18687377963215113 4848770.0814307751134038, 644356.10616807092446834 4840284.08073139470070601, 634394.43817393912468106 4839561.57528991345316172, 633854.7354995614150539 4846998.37544649187475443, 633671.39733636425808072 4849522.59798300266265869))
466;17;Polygon ((628212.3653529203729704 4786514.26614205911755562, 638173.42273838317487389 4787230.43128034099936485, 638707.81249831686727703 4779793.14046524465084076, 638707.81249831686727703 4779793.14046524465084076, 638707.81249831686727703 4779793.14046524465084076, 638889.04677158978302032 4777268.72363136988133192, 628927.88051309040747583 4776553.75017124507576227, 628815.01924570626579225 4778125.9749606978148222, 628212.3653529203729704 4786514.26614205911755562))
467;17;Polygon ((627495.65937063237652183 4796474.67416935320943594, 637456.60795634030364454 4797192.02919953688979149, 637991.88654721365310252 4789754.82030068896710873, 637991.88654721365310252 4789754.82030068896710873, 637991.88654721365310252 4789754.82030068896710873, 638173.42273838317487389 4787230.43128034099936485, 628212.3653529203729704 4786514.26614205911755562, 628099.31600156996864825 4788086.4738882202655077, 628099.31600156996864825 4788086.4738882202655077, 627495.65937063237652183 4796474.67416935320943594))
468;17;Polygon ((626777.76435306435450912 4806434.97432850394397974, 636738.60421381401829422 4807153.51746165752410889, 637274.77030020870734006 4799716.39042463712394238, 637274.77030020870734006 4799716.39042463712394238, 637274.77030020870734006 4799716.39042463712394238, 637456.60795634030364454 4797192.02919953688979149, 627495.65937063237652183 4796474.67416935320943594, 627382.42221718118526042 4798046.8648840170353651, 627382.42221718118526042 4798046.8648840170353651, 626777.76435306435450912 4806434.97432850394397974))
469;17;Polygon ((626058.68208973156288266 4816395.16669640876352787, 636019.41330183646641672 4817114.89614091906696558, 636556.46554633462801576 4809677.85091017372906208, 636556.46554633462801576 4809677.85091017372906208, 636556.46554633462801576 4809677.85091017372906208, 636738.60421381401829422 4807153.51746165752410889, 626777.76435306435450912 4806434.97432850394397974, 626664.33967979997396469 4808007.14802371151745319, 626664.33967979997396469 4808007.14802371151745319, 626058.68208973156288266 4816395.16669640876352787))
470;17;Polygon ((625338.41437282308470458 4826355.25135146733373404, 635299.03701411094516516 4827076.16531305480748415, 635836.97407730075065047 4819639.20183189865201712, 635836.97407730075065047 4819639.20183189865201712, 635836.97407730075065047 4819639.20183189865201712, 636019.41330183646641672 4817114.89614091906696558, 626058.68208973156288266 4816395.16669640876352787, 625945.07017936499323696 4817967.32338443025946617, 625945.07017936499323696 4817967.32338443025946617, 625338.41437282308470458 4826355.25135146733373404))
471;17;Polygon ((624616.96299719426315278 4836315.22837360203266144, 634577.47714700794313103 4837037.32505532167851925, 635116.29768748697824776 4829600.44326593261212111, 635116.29768748697824776 4829600.44326593261212111, 635116.29768748697824776 4829600.44326593261212111, 635299.03701411094516516 4827076.16531305480748415, 625338.41437282308470458 4826355.25135146733373404, 625224.61550848616752774 4827927.39104482065886259, 625224.61550848616752774 4827927.39104482065886259, 624616.96299719426315278 4836315.22837360203266144))
472;17;Polygon ((623894.32976036227773875 4846275.09784424304962158, 633854.7354995614150539 4846998.37544649187475443, 634394.43817393912468106 4839561.57528991345316172, 634394.43817393912468106 4839561.57528991345316172, 634394.43817393912468106 4839561.57528991345316172, 634577.47714700794313103 4837037.32505532167851925, 624616.96299719426315278 4836315.22837360203266144, 624502.97746243875008076 4837887.35108503978699446, 623894.32976036227773875 4846275.09784424304962158))
473;17;Polygon ((618139.46633521351031959 4787370.22874463815242052, 628099.31600156996864825 4788086.4738882202655077, 628212.3653529203729704 4786514.26614205911755562, 628212.3653529203729704 4786514.26614205911755562, 628212.3653529203729704 4786514.26614205911755562, 628815.01924570626579225 4778125.9749606978148222, 618855.06250235880725086 4777410.92128760367631912, 618770.54695468884892762 4778588.03601277526468039, 618139.46633521351031959 4787370.22874463815242052))
474;17;Polygon ((617422.67955161246936768 4797329.43005511071532965, 627382.42221718118526042 4798046.8648840170353651, 627495.65937063237652183 4796474.67416935320943594, 627495.65937063237652183 4796474.67416935320943594, 627495.65937063237652183 4796474.67416935320943594, 628099.31600156996864825 4788086.4738882202655077, 618139.46633521351031959 4787370.22874463815242052, 618054.80997338588349521 4788547.33092011790722609, 618054.80997338588349521 4788547.33092011790722609, 617422.67955161246936768 4797329.43005511071532965))
475;17;Polygon ((616704.70393730630166829 4807288.52529732510447502, 626664.33967979997396469 4808007.14802371151745319, 626777.76435306435450912 4806434.97432850394397974, 626777.76435306435450912 4806434.97432850394397974, 626777.76435306435450912 4806434.97432850394397974, 627382.42221718118526042 4798046.8648840170353651, 617422.67955161246936768 4797329.43005511071532965, 617337.88258654880337417 4798506.5196900749579072, 617337.88258654880337417 4798506.5196900749579072, 616704.70393730630166829 4807288.52529732510447502))
476;17;Polygon ((615985.54128072096500546 4817247.51455108355730772, 625945.07017936499323696 4817967.32338443025946617, 626058.68208973156288266 4816395.16669640876352787, 626058.68208973156288266 4816395.16669640876352787, 626058.68208973156288266 4816395.16669640876352787, 626664.33967979997396469 4808007.14802371151745319, 616704.70393730630166829 4807288.52529732510447502, 616619.76658024394419044 4808465.60240112710744143, 616619.76658024394419044 4808465.60240112710744143, 615985.54128072096500546 4817247.51455108355730772))
477;17;Polygon ((615265.19337295880541205 4827206.39789770077914, 625224.61550848616752774 4827927.39104482065886259, 625338.41437282308470458 4826355.25135146733373404, 625338.41437282308470458 4826355.25135146733373404, 625338.41437282308470458 4826355.25135146733373404, 625945.07017936499323696 4817967.32338443025946617, 615985.54128072096500546 4817247.51455108355730772, 615900.4637432157760486 4818424.57913325447589159, 615900.4637432157760486 4818424.57913325447589159, 615265.19337295880541205 4827206.39789770077914))
478;17;Polygon ((614543.66200778423808515 4837165.1754199992865324, 624502.97746243875008076 4837887.35108503978699446, 624616.96299719426315278 4836315.22837360203266144, 624616.96299719426315278 4836315.22837360203266144, 624616.96299719426315278 4836315.22837360203266144, 625224.61550848616752774 4827927.39104482065886259, 615265.19337295880541205 4827206.39789770077914, 615179.9758668796857819 4828383.44996795244514942, 615179.9758668796857819 4828383.44996795244514942, 614543.66200778423808515 4837165.1754199992865324))
479;17;Polygon ((608096.16336363495793194 4787831.05120995454490185, 618054.80997338588349521 4788547.33092011790722609, 618139.46633521351031959 4787370.22874463815242052, 618139.46633521351031959 4787370.22874463815242052, 618139.46633521351031959 4787370.22874463815242052, 618770.54695468884892762 4778588.03601277526468039, 608811.79506026033777744 4777872.94763921853154898, 608562.06090173707343638 4781349.92501465696841478, 608096.16336363495793194 4787831.05120995454490185))
480;17;Polygon ((607379.34118241048417985 4797789.05042728036642075, 617337.88258654880337417 4798506.5196900749579072, 617422.67955161246936768 4797329.43005511071532965, 617422.67955161246936768 4797329.43005511071532965, 617422.67955161246936768 4797329.43005511071532965, 618054.80997338588349521 4788547.33092011790722609, 608096.16336363495793194 4787831.05120995454490185, 607846.0133336172439158 4791307.99214028846472502, 607846.0133336172439158 4791307.99214028846472502, 607379.34118241048417985 4797789.05042728036642075))
481;17;Polygon ((606661.33030115102883428 4807746.94537235330790281, 616619.76658024394419044 4808465.60240112710744143, 616704.70393730630166829 4807288.52529732510447502, 616704.70393730630166829 4807288.52529732510447502, 616704.70393730630166829 4807288.52529732510447502, 617337.88258654880337417 4798506.5196900749579072, 607379.34118241048417985 4797789.05042728036642075, 607128.77590369258541614 4801265.95494068041443825, 607128.77590369258541614 4801265.95494068041443825, 606661.33030115102883428 4807746.94537235330790281))
482;17;Polygon ((605942.13250709464773536 4817704.73612783011049032, 615900.4637432157760486 4818424.57913325447589159, 615985.54128072096500546 4817247.51455108355730772, 615985.54128072096500546 4817247.51455108355730772, 615985.54128072096500546 4817247.51455108355730772, 616619.76658024394419044 4808465.60240112710744143, 606661.33030115102883428 4807746.94537235330790281, 606410.35039745725225657 4811223.81349750701338053, 606410.35039745725225657 4811223.81349750701338053, 605942.13250709464773536 4817704.73612783011049032))
483;17;Polygon ((605221.7495901498477906 4827662.42277787253260612, 615179.9758668796857819 4828383.44996795244514942, 615265.19337295880541205 4827206.39789770077914, 615265.19337295880541205 4827206.39789770077914, 615265.19337295880541205 4827206.39789770077914, 615900.4637432157760486 4818424.57913325447589159, 605942.13250709464773536 4817704.73612783011049032, 605690.73860308632720262 4821181.56789395306259394, 605221.7495901498477906 4827662.42277787253260612))
484;17;Polygon ((604500.18334289628546685 4837620.00540814362466335, 614458.30474531522486359 4838342.21498821768909693, 614543.66200778423808515 4837165.1754199992865324, 614543.66200778423808515 4837165.1754199992865324, 615179.9758668796857819 4828383.44996795244514942, 605221.7495901498477906 4827662.42277787253260612, 604500.18334289628546685 4837620.00540814362466335))
485;17;Polygon ((597888.59332870820071548 4790591.40120929479598999, 607846.0133336172439158 4791307.99214028846472502, 608096.16336363495793194 4787831.05120995454490185, 608096.16336363495793194 4787831.05120995454490185, 608096.16336363495793194 4787831.05120995454490185, 608562.06090173707343638 4781349.92501465696841478, 598604.53742240346036851 4780634.52487785834819078, 598319.42883580503985286 4784601.62342161126434803, 597888.59332870820071548 4790591.40120929479598999))
486;17;Polygon ((597171.45929093845188618 4800548.17499889433383942, 607128.77590369258541614 4801265.95494068041443825, 607379.34118241048417985 4797789.05042728036642075, 607379.34118241048417985 4797789.05042728036642075, 607379.34118241048417985 4797789.05042728036642075, 607846.0133336172439158 4791307.99214028846472502, 597888.59332870820071548 4790591.40120929479598999, 597603.01042288937605917 4794558.45888762269169092, 597603.01042288937605917 4794558.45888762269169092, 597171.45929093845188618 4800548.17499889433383942))
487;17;Polygon ((596453.13709309021942317 4810504.84633101802319288, 606410.35039745725225657 4811223.81349750701338053, 606661.33030115102883428 4807746.94537235330790281, 606661.33030115102883428 4807746.94537235330790281, 606661.33030115102883428 4807746.94537235330790281, 607128.77590369258541614 4801265.95494068041443825, 597171.45929093845188618 4800548.17499889433383942, 596885.40277637063991278 4804515.19184522330760956, 596453.13709309021942317 4810504.84633101802319288))
488;17;Polygon ((595733.62852183636277914 4820461.41529151611030102, 605690.73860308632720262 4821181.56789395306259394, 605942.13250709464773536 4817704.73612783011049032, 605942.13250709464773536 4817704.73612783011049032, 605942.13250709464773536 4817704.73612783011049032, 606410.35039745725225657 4811223.81349750701338053, 596453.13709309021942317 4810504.84633101802319288, 595733.62852183636277914 4820461.41529151611030102))
489;17;Polygon ((587646.82085617771372199 4793841.49651765543967485, 597603.01042288937605917 4794558.45888762269169092, 597888.59332870820071548 4790591.40120929479598999, 597888.59332870820071548 4790591.40120929479598999, 597888.59332870820071548 4790591.40120929479598999, 598319.42883580503985286 4784601.62342161126434803, 588363.13760965364053845 4783885.85121906641870737, 588166.25659028720110655 4786623.83855379093438387, 587646.82085617771372199 4793841.49651765543967485))
490;17;Polygon ((586929.31478355347644538 4803797.04109081719070673, 596885.40277637063991278 4804515.19184522330760956, 597171.45929093845188618 4800548.17499889433383942, 597171.45929093845188618 4800548.17499889433383942, 597171.45929093845188618 4800548.17499889433383942, 597603.01042288937605917 4794558.45888762269169092, 587646.82085617771372199 4793841.49651765543967485, 587449.61257550690788776 4796579.45614246930927038, 587449.61257550690788776 4796579.45614246930927038, 586929.31478355347644538 4803797.04109081719070673))
491;17;Polygon ((577494.6397813418880105 4795862.26746977679431438, 587449.61257550690788776 4796579.45614246930927038, 587646.82085617771372199 4793841.49651765543967485, 587646.82085617771372199 4793841.49651765543967485, 587646.82085617771372199 4793841.49651765543967485, 588166.25659028720110655 4786623.83855379093438387, 578211.18394168687518686 4785907.83964498527348042, 577494.6397813418880105 4795862.26746977679431438))
492;17;Polygon ((576776.9067034584004432 4805816.59637531358748674, 586731.77973182348068804 4806534.97302966844290495, 586929.31478355347644538 4803797.04109081719070673, 586929.31478355347644538 4803797.04109081719070673, 587449.61257550690788776 4796579.45614246930927038, 577494.6397813418880105 4795862.26746977679431438, 576776.9067034584004432 4805816.59637531358748674))
